stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1982,61344.79,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1983,57586.4,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1984,53404.86,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1985,48860.69,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1986,42991.57,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1987,38145.73,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1988,35253.6,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1989,36601.5,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1990,37195.81,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1991,35563,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1992,36348.81,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1993,31383.51,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1994,25668.73,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1995,21769.71,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1996,18179.64,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1997,16102.01,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1998,17232.48,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,1999,17033.31,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2000,16154.97,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2001,17713.44,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2002,17462.89,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2003,19038.48,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2004,18156.76,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2005,18092.67,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2006,19833.58,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TB-MT,2007,22815.81,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1963,4100,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1964,3995.32,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1965,3433.75,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1966,2050.8,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1967,1498.41,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1968,1699.16,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1969,1814.63,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1970,2798.7,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1971,3801.13,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1972,4126.53,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1973,4462.43,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1974,5254.93,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1975,5009.57,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1976,5640.69,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1977,7195.52,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1978,6630.01,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1979,5640.69,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1980,6630.01,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1981,8427.58,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1982,9112.49,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1983,9470.69,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1984,10194.97,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1985,10898.25,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1986,9269.94,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1987,8361.97,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1988,6976.4,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1989,7955.04,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1990,8154.21,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1991,8214.61,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1992,12602.02,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1993,10342.43,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1994,7108.03,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1995,5791.44,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1996,4108.19,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1997,3391.32,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1998,3723.61,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,1999,4461.52,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2000,4374.84,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2001,5998.46,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2002,3763.2,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2003,5080.57,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2004,4229.26,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2005,3135.81,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2006,2256.07,,,,,,
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,White hake Georges Bank / Gulf of Maine,TC-MT,2007,2207.16,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1975,,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1976,,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1977,1.01,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1978,0.764,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1979,0.923,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1980,0.891,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1981,1.104,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1982,1.343,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1983,1.464,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1984,0.923,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1985,1.675,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1986,1.402,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1987,2.323,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1988,2.514,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1989,3.714,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1990,3.245,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1991,7.588,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1992,3.582,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1993,4.356,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1994,1.767,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1995,2.901,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1996,2.266,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1997,2.689,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1998,0.796,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,1999,0.114,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2000,0.343,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2001,0.296,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2002,0.203,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2003,0.447,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2004,0.417,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2005,1.37,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2006,1.026,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,ER-ratio,2007,1.957,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1975,0.629,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1976,1.91,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1977,2.033,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1978,1.505,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1979,0.958,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1980,0.899,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1981,1.022,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1982,0.82,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1983,0.94,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1984,3.305,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1985,0.828,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1986,1.143,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1987,0.629,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1988,0.712,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1989,0.323,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1990,0.925,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1991,0.193,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1992,0.429,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1993,0.464,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1994,0.263,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1995,0.79,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1996,0.513,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1997,0.423,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1998,1.588,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,1999,0.759,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2000,0.708,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2001,0.891,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2002,0.856,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2003,0.742,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2004,0.669,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2005,0.68,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2006,0.66,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TB-relative,2007,0.242,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1975,1553.14,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1976,1798.96,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1977,1539.21,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1978,1388.2,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1979,1382.71,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1980,998.54,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1981,1058.95,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1982,1226.97,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1983,1357.56,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1984,1557.99,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1985,2832.77,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1986,2464.78,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1987,2012.87,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1988,2082.14,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1989,2059.9,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1990,2120.24,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1991,3645.29,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1992,1846.56,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1993,1576.93,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1994,680.91,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1995,1467.2,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1996,1182.94,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1997,1546.62,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1998,670.38,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,1999,104.76,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,2000,349.26,,,,,,
WINDOWGOMGB,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Windowpane flounder - Gulf of Maine / Georges Bank,TC-MT,2001,232.69,,,,,,
