stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1985,23181.19,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1986,20655.94,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1987,19412.49,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1988,20126.83,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1989,21083.12,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1990,35558.1,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1991,26803.51,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1992,36063.57,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1993,33787.59,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1994,28595.41,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1995,34255.01,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1996,33794.64,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1997,23126.45,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1998,25575.49,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,1999,22377.9,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2000,15209.39,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2001,10439.14,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2002,10757.48,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2003,6707.68,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2004,9118.14,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2005,7774.82,,,,,,,,,,,,,,,,,
SDOGATLC,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Spiny dogfish Atlantic Coast,TC-MT,2006,,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,1999,868,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2000,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2001,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2002,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2003,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2004,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2005,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2006,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2007,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2008,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2009,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,ACL-MT,2010,461,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,1998,,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,1999,868,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2000,820,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2001,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2002,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2003,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2004,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2005,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2006,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2007,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,OFL-MT,2008,615,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1905,26,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1906,31,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1907,36,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1908,42,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1909,47,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1910,52,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1911,57,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1912,63,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1913,67,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1914,72,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1915,78,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1916,83,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1917,132,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1918,132,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1919,83,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1920,88,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1921,75,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1922,70,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1923,88,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1924,97,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1925,109,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1926,144,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1927,121,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1928,114,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1929,110,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1930,121,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1931,146,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1932,79,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1933,72,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1934,65,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1935,71,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1936,48,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1937,42,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1938,42,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1939,50,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1940,47,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1941,48,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1942,22,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1943,49,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1944,72,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1945,133,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1946,100,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1947,67,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1948,79,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1949,68,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1950,112,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1951,148,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1952,149,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1953,322,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1954,458,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1955,340,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1956,514,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1957,440,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1958,347,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1959,509,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1960,689,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1961,565,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1962,425,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1963,362,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1964,234,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1965,319,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1966,4995,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1967,5313,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1968,2975,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1969,243,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1970,197,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1971,159,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1972,211,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1973,521,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1974,306,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1975,362,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1976,334,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1977,283,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1978,357,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1979,323,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1980,400,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1981,561,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1982,419,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1983,698,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1984,886,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1985,1024,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1986,735,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1987,462,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1988,560,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1989,454,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1990,551,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1991,695,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1992,426,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1993,564,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1994,483,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1995,442,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1996,477,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1997,574,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1998,2780,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,1999,500,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2000,245,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2001,211,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2002,125,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2003,320,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2004,383,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2005,210,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2006,610,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2007,154,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2008,149,,,,,,,,,,,,,,,,,
SNROCKPCOAST,NWFSC-SNROCKPCOAST-1905-2009-STANTON,Splitnose Rockfish Pacific Coast,TC-MT,2009,91,,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1980,"1,351",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1981,"1,477",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1982,"1,271",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1983,675,,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1984,"1,414",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1985,"1,489",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1986,"1,246",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1987,"1,302",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1988,"1,424",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1989,"1,381",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1990,"1,686",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1991,"1,873",,,,,,,,,,,,,,,,,
SPSDOGPCOAST,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,Spotted spiny dogfish Pacific Coast,TC-MT,1992,"2,129",,,,,,,,,,,,,,,,,
