"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region","overfished","bmsy.status","fmsy.status","rebuilding"
"378","sablefish pacific coast 2003",0.366666666666667,0.06,"Fmsy-1/yr",0.022,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2003,"SSB-MT",85931,"SSBmsy-MT",54163,1.58652585713494,"west","not overfished","above","none","not"
"379","sablefish pacific coast 2004",0.383333333333333,0.06,"Fmsy-1/yr",0.023,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2004,"SSB-MT",86324,"SSBmsy-MT",54163,1.59378173291731,"west","not overfished","above","none","not"
"380","sablefish pacific coast 2005",0.416666666666667,0.06,"Fmsy-1/yr",0.025,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2005,"SSB-MT",85741,"SSBmsy-MT",54163,1.58301792736739,"west","not overfished","above","none","not"
"381","sablefish pacific coast 2006",0.416666666666667,0.06,"Fmsy-1/yr",0.025,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2006,"SSB-MT",83508,"SSBmsy-MT",54163,1.54179052120451,"west","not overfished","above","none","not"
"382","sablefish pacific coast 2007",0.383333333333333,0.06,"Fmsy-1/yr",0.023,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2007,"SSB-MT",80139,"SSBmsy-MT",54163,1.47958938758931,"west","not overfished","above","none","not"
"383","sablefish pacific coast 2008",0.45,0.06,"Fmsy-1/yr",0.027,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2008,"SSB-MT",75949,"SSBmsy-MT",54163,1.40223030482063,"west","not overfished","above","none","not"
"384","sablefish pacific coast 2009",0.6,0.06,"Fmsy-1/yr",0.036,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2009,"SSB-MT",70773,"SSBmsy-MT",54163,1.30666691283718,"west","not overfished","above","none","not"
"385","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2010,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"385.1","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2011,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"385.2","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2012,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"385.3","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2013,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west","not overfished","above","none","not"
"387","shortspine thornyhead pacific coast 2000",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2000,"SSB-MT",147200,"SSBmsy-MT",64600,2.27863777089783,"west","not overfished","above","none","not"
"388","shortspine thornyhead pacific coast 2001",0.111111111111111,0.018,"Umsy-ratio",0.002,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2001,"SSB-MT",146700,"SSBmsy-MT",64600,2.27089783281734,"west","not overfished","above","none","not"
"389","shortspine thornyhead pacific coast 2002",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2002,"SSB-MT",146400,"SSBmsy-MT",64600,2.26625386996904,"west","not overfished","above","none","not"
"390","shortspine thornyhead pacific coast 2003",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2003,"SSB-MT",146000,"SSBmsy-MT",64600,2.26006191950464,"west","not overfished","above","none","not"
"391","shortspine thornyhead pacific coast 2004",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2004,"SSB-MT",145500,"SSBmsy-MT",64600,2.25232198142415,"west","not overfished","above","none","not"
"392","shortspine thornyhead pacific coast 2005",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2005,"SSB-MT",145000,"SSBmsy-MT",64600,2.24458204334365,"west","not overfished","above","none","not"
"393","shortspine thornyhead pacific coast 2006",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2006,"SSB-MT",144700,"SSBmsy-MT",64600,2.23993808049536,"west","not overfished","above","none","not"
"394","shortspine thornyhead pacific coast 2007",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2007,"SSB-MT",144300,"SSBmsy-MT",64600,2.23374613003096,"west","not overfished","above","none","not"
"395","shortspine thornyhead pacific coast 2008",0.333333333333333,0.018,"Umsy-ratio",0.006,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2008,"SSB-MT",143800,"SSBmsy-MT",64600,2.22600619195046,"west","not overfished","above","none","not"
"396","shortspine thornyhead pacific coast 2009",0.388888888888889,0.018,"Umsy-ratio",0.007,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2009,"SSB-MT",143100,"SSBmsy-MT",64600,2.21517027863777,"west","not overfished","above","none","not"
"397","shortspine thornyhead pacific coast 2010",0.333333333333333,0.018,"Umsy-ratio",0.006,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2010,"SSB-MT",142300,"SSBmsy-MT",64600,2.20278637770898,"west","not overfished","above","none","not"
"398","shortspine thornyhead pacific coast 2011",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2011,"SSB-MT",141600,"SSBmsy-MT",64600,2.19195046439628,"west","not overfished","above","none","not"
"399","shortspine thornyhead pacific coast 2012",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2012,"SSB-MT",141200,"SSBmsy-MT",64600,2.18575851393189,"west","not overfished","above","none","not"
"399.1","shortspine thornyhead pacific coast 2012",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2013,"SSB-MT",141200,"SSBmsy-MT",64600,2.18575851393189,"west","not overfished","above","none","not"
"400","splitnose rockfish pacific coast 2000",0.173366834170854,0.0398,"Umsy-ratio",0.0069,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2000,"SSB-E6eggs",4651,"SSBmsy-E6eggs",4121,1.12860956078622,"west","not overfished","above","none","not"
"401","splitnose rockfish pacific coast 2001",0.14572864321608,0.0398,"Umsy-ratio",0.0058,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2001,"SSB-E6eggs",4763,"SSBmsy-E6eggs",4121,1.15578743023538,"west","not overfished","above","none","not"
"402","splitnose rockfish pacific coast 2002",0.0829145728643216,0.0398,"Umsy-ratio",0.0033,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2002,"SSB-E6eggs",4909,"SSBmsy-E6eggs",4121,1.19121572433875,"west","not overfished","above","none","not"
"403","splitnose rockfish pacific coast 2003",0.188442211055276,0.0398,"Umsy-ratio",0.0075,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2003,"SSB-E6eggs",5125,"SSBmsy-E6eggs",4121,1.24363018684785,"west","not overfished","above","none","not"
"404","splitnose rockfish pacific coast 2004",0.206030150753769,0.0398,"Umsy-ratio",0.0082,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2004,"SSB-E6eggs",5404,"SSBmsy-E6eggs",4121,1.31133220092211,"west","not overfished","above","none","not"
"405","splitnose rockfish pacific coast 2005",0.103015075376884,0.0398,"Umsy-ratio",0.0041,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2005,"SSB-E6eggs",5807,"SSBmsy-E6eggs",4121,1.40912399902936,"west","not overfished","above","none","not"
"406","splitnose rockfish pacific coast 2006",0.271356783919598,0.0398,"Umsy-ratio",0.0108,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2006,"SSB-E6eggs",6365,"SSBmsy-E6eggs",4121,1.54452802717787,"west","not overfished","above","none","not"
"407","splitnose rockfish pacific coast 2007",0.0628140703517588,0.0398,"Umsy-ratio",0.0025,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2007,"SSB-E6eggs",6972,"SSBmsy-E6eggs",4121,1.69182237321039,"west","not overfished","above","none","not"
"408","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2008,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.1","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2009,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.2","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2010,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.3","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2011,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.4","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2012,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"408.5","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2013,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west","not overfished","above","none","not"
"410","starry flounder northern pacific coast 2000",0.029585798816568,0.169,"Umsy-ratio",0.005,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2000,"SSB-MT",4357,"SSBmsy-MT",1930,2.25751295336788,"west","not overfished","above","none","not"
"411","starry flounder northern pacific coast 2001",0.0118343195266272,0.169,"Umsy-ratio",0.002,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2001,"SSB-MT",3995,"SSBmsy-MT",1930,2.0699481865285,"west","not overfished","above","none","not"
"412","starry flounder northern pacific coast 2002",0.029585798816568,0.169,"Umsy-ratio",0.005,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2002,"SSB-MT",3472,"SSBmsy-MT",1930,1.79896373056995,"west","not overfished","above","none","not"
"413","starry flounder northern pacific coast 2003",0.0355029585798817,0.169,"Umsy-ratio",0.006,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2003,"SSB-MT",2875,"SSBmsy-MT",1930,1.48963730569948,"west","not overfished","above","none","not"
"414","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2004,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.1","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2005,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.2","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2006,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.3","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2007,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.4","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2008,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.5","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2009,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.6","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2010,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.7","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2011,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.8","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2012,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"414.9","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2013,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west","not overfished","above","none","not"
"421","white hake georges bank / gulf of maine 2000",2.3,0.2,"Fmsy",0.46,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2000,"SSB-MT",9192,"SSBmsy-MT",32400,0.283703703703704,"ne","Overfished","below","high","not"
"422","white hake georges bank / gulf of maine 2001",2.35,0.2,"Fmsy",0.47,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2001,"SSB-MT",10438,"SSBmsy-MT",32400,0.32216049382716,"ne","Overfished","below","high","not"
"423","white hake georges bank / gulf of maine 2002",1.75,0.2,"Fmsy",0.35,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2002,"SSB-MT",12556,"SSBmsy-MT",32400,0.387530864197531,"ne","Overfished","below","high","not"
"424","white hake georges bank / gulf of maine 2003",2.3,0.2,"Fmsy",0.46,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2003,"SSB-MT",13322,"SSBmsy-MT",32400,0.411172839506173,"ne","Overfished","below","high","not"
"425","white hake georges bank / gulf of maine 2004",1.75,0.2,"Fmsy",0.35,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2004,"SSB-MT",12999,"SSBmsy-MT",32400,0.401203703703704,"ne","Overfished","below","high","not"
"426","white hake georges bank / gulf of maine 2005",1.55,0.2,"Fmsy",0.31,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2005,"SSB-MT",11577,"SSBmsy-MT",32400,0.357314814814815,"ne","Overfished","below","high","not"
"427","white hake georges bank / gulf of maine 2006",0.95,0.2,"Fmsy",0.19,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2006,"SSB-MT",11134,"SSBmsy-MT",32400,0.343641975308642,"ne","Overfished","below","none","not"
"428","white hake georges bank / gulf of maine 2007",0.65,0.2,"Fmsy",0.13,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2007,"SSB-MT",14205,"SSBmsy-MT",32400,0.438425925925926,"ne","Overfished","below","none","not"
"429","white hake georges bank / gulf of maine 2008",0.6,0.2,"Fmsy",0.12,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2008,"SSB-MT",15888,"SSBmsy-MT",32400,0.49037037037037,"ne","Overfished","below","none","not"
"430","white hake georges bank / gulf of maine 2009",0.7,0.2,"Fmsy",0.14,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2009,"SSB-MT",16017,"SSBmsy-MT",32400,0.494351851851852,"ne","Overfished","below","none","not"
"431","white hake georges bank / gulf of maine 2010",0.55,0.2,"Fmsy",0.11,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2010,"SSB-MT",21106,"SSBmsy-MT",32400,0.65141975308642,"ne","not overfished","below","none","not"
"432","white hake georges bank / gulf of maine 2011",0.65,0.2,"Fmsy",0.13,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2011,"SSB-MT",26877,"SSBmsy-MT",32400,0.829537037037037,"ne","not overfished","below","none","not"
"432.1","white hake georges bank / gulf of maine 2011",0.65,0.2,"Fmsy",0.13,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2012,"SSB-MT",26877,"SSBmsy-MT",32400,0.829537037037037,"ne","not overfished","below","none","not"
"432.2","white hake georges bank / gulf of maine 2011",0.65,0.2,"Fmsy",0.13,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2013,"SSB-MT",26877,"SSBmsy-MT",32400,0.829537037037037,"ne","not overfished","below","none","not"
"463","winter flounder southern new england-mid atlantic 2000",1.93103448275862,0.29,"Fmsy",0.56,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2000,"SSB-MT",8941,"SSBmsy-MT",43661,0.204782299993129,"ne","Overfished","below","high","not"
"464","winter flounder southern new england-mid atlantic 2001",2.41379310344828,0.29,"Fmsy",0.7,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2001,"SSB-MT",8124,"SSBmsy-MT",43661,0.18606994800852,"ne","Overfished","below","high","not"
"465","winter flounder southern new england-mid atlantic 2002",2.17241379310345,0.29,"Fmsy",0.63,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2002,"SSB-MT",6045,"SSBmsy-MT",43661,0.138453081697625,"ne","Overfished","below","high","not"
"466","winter flounder southern new england-mid atlantic 2003",1.89655172413793,0.29,"Fmsy",0.55,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2003,"SSB-MT",5555,"SSBmsy-MT",43661,0.12723025125398,"ne","Overfished","below","high","not"
"467","winter flounder southern new england-mid atlantic 2004",1.58620689655172,0.29,"Fmsy",0.46,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2004,"SSB-MT",4911,"SSBmsy-MT",43661,0.112480245528046,"ne","Overfished","below","high","not"
"468","winter flounder southern new england-mid atlantic 2005",1.27586206896552,0.29,"Fmsy",0.37,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2005,"SSB-MT",4505,"SSBmsy-MT",43661,0.103181328874739,"ne","Overfished","below","overfishing","not"
"469","winter flounder southern new england-mid atlantic 2006",1.44827586206897,0.29,"Fmsy",0.42,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2006,"SSB-MT",5194,"SSBmsy-MT",43661,0.118962002702641,"ne","Overfished","below","overfishing","not"
"470","winter flounder southern new england-mid atlantic 2007",1.17241379310345,0.29,"Fmsy",0.34,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2007,"SSB-MT",6221,"SSBmsy-MT",43661,0.142484139163097,"ne","Overfished","below","overfishing","not"
"471","winter flounder southern new england-mid atlantic 2008",0.827586206896552,0.29,"Fmsy",0.24,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2008,"SSB-MT",5850,"SSBmsy-MT",43661,0.133986853255766,"ne","Overfished","below","none","not"
"472","winter flounder southern new england-mid atlantic 2009",0.310344827586207,0.29,"Fmsy",0.09,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2009,"SSB-MT",5729,"SSBmsy-MT",43661,0.131215501248254,"ne","Overfished","below","none","not"
"473","winter flounder southern new england-mid atlantic 2010",0.172413793103448,0.29,"Fmsy",0.05,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2010,"SSB-MT",7076,"SSBmsy-MT",43661,0.162066833100479,"ne","Overfished","below","none","not"
"473.1","winter flounder southern new england-mid atlantic 2010",0.172413793103448,0.29,"Fmsy",0.05,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2011,"SSB-MT",7076,"SSBmsy-MT",43661,0.162066833100479,"ne","Overfished","below","none","not"
