"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region"
"267","lingcod northern pacific coast 2006",1.83321428571429,0.14,"Umsy-ratio",0.25665,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2006,"SSB-MT",14271,"SSBmsy-MT",13230,1.07868480725624,"west"
"268","lingcod northern pacific coast 2007",1.64461428571429,0.14,"Fmsy-1/yr",0.230246,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2007,"SSB-MT",16710,"SSBmsy-MT",13230,1.26303854875283,"west"
"269","lingcod northern pacific coast 2007",1.64461428571429,0.14,"Umsy-ratio",0.230246,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2007,"SSB-MT",16710,"SSBmsy-MT",13230,1.26303854875283,"west"
"270","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Fmsy-1/yr",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2008,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west"
"271","lingcod northern pacific coast 2008",1.53075714285714,0.14,"Umsy-ratio",0.214306,"F-1/T","lingcod northern pacific coast","lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2008,"SSB-MT",18774,"SSBmsy-MT",13230,1.41904761904762,"west"
"272","lingcod northern pacific coast 2009",NA,NA,NA,NA,NA,NA,"lingcod northern pacific coast","LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2009,"SSB-MT",20484,"SSBmsy-MT",13230,1.54829931972789,"west"
"273","lingcod southern pacific coast 2000",0.23,0.08,"Umsy-ratio",0.0184,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2000,"SSB-MT",3157,"SSBmsy-MT",10124,0.311833267483208,"west"
"274","lingcod southern pacific coast 2000",0.23,0.08,"Fmsy-1/yr",0.0184,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2000,"SSB-MT",3157,"SSBmsy-MT",10124,0.311833267483208,"west"
"275","lingcod southern pacific coast 2001",0.215,0.08,"Umsy-ratio",0.0172,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2001,"SSB-MT",3809,"SSBmsy-MT",10124,0.376234689845911,"west"
"276","lingcod southern pacific coast 2001",0.215,0.08,"Fmsy-1/yr",0.0172,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2001,"SSB-MT",3809,"SSBmsy-MT",10124,0.376234689845911,"west"
"277","lingcod southern pacific coast 2002",0.2275,0.08,"Umsy-ratio",0.0182,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2002,"SSB-MT",4693,"SSBmsy-MT",10124,0.463551955748716,"west"
"278","lingcod southern pacific coast 2002",0.2275,0.08,"Fmsy-1/yr",0.0182,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2002,"SSB-MT",4693,"SSBmsy-MT",10124,0.463551955748716,"west"
"279","lingcod southern pacific coast 2003",0.11,0.08,"Fmsy-1/yr",0.0088,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2003,"SSB-MT",5788,"SSBmsy-MT",10124,0.571710786250494,"west"
"280","lingcod southern pacific coast 2003",0.11,0.08,"Umsy-ratio",0.0088,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2003,"SSB-MT",5788,"SSBmsy-MT",10124,0.571710786250494,"west"
"281","lingcod southern pacific coast 2004",0.10375,0.08,"Fmsy-1/yr",0.0083,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2004,"SSB-MT",7278,"SSBmsy-MT",10124,0.71888581588305,"west"
"282","lingcod southern pacific coast 2004",0.10375,0.08,"Umsy-ratio",0.0083,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2004,"SSB-MT",7278,"SSBmsy-MT",10124,0.71888581588305,"west"
"283","lingcod southern pacific coast 2005",0.07625,0.08,"Umsy-ratio",0.0061,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2005,"SSB-MT",9699,"SSBmsy-MT",10124,0.958020545239036,"west"
"284","lingcod southern pacific coast 2005",0.07625,0.08,"Fmsy-1/yr",0.0061,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2005,"SSB-MT",9699,"SSBmsy-MT",10124,0.958020545239036,"west"
"285","lingcod southern pacific coast 2006",0.06375,0.08,"Fmsy-1/yr",0.0051,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2006,"SSB-MT",12233,"SSBmsy-MT",10124,1.20831687080205,"west"
"286","lingcod southern pacific coast 2006",0.06375,0.08,"Umsy-ratio",0.0051,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2006,"SSB-MT",12233,"SSBmsy-MT",10124,1.20831687080205,"west"
"287","lingcod southern pacific coast 2007",0.07125,0.08,"Umsy-ratio",0.0057,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2007,"SSB-MT",14652,"SSBmsy-MT",10124,1.44725404978269,"west"
"288","lingcod southern pacific coast 2007",0.07125,0.08,"Fmsy-1/yr",0.0057,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2007,"SSB-MT",14652,"SSBmsy-MT",10124,1.44725404978269,"west"
"289","lingcod southern pacific coast 2008",0.05625,0.08,"Umsy-ratio",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2008,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west"
"290","lingcod southern pacific coast 2008",0.05625,0.08,"Fmsy-1/yr",0.0045,"U-ratio","lingcod southern pacific coast","lingcod southern pacific coast","LINGCODSPCOAST","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",2008,"SSB-MT",16861,"SSBmsy-MT",10124,1.66544843935203,"west"
"291","longnose skate pacific coast 2000",1.87777777777778,0.027,"Fmsy-1/yr",0.0507,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2000,"SSB-MT",4858.02,"SSBmsy-MT",2626,1.84996953541508,"west"
"292","longnose skate pacific coast 2001",1.22222222222222,0.027,"Fmsy-1/yr",0.033,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2001,"SSB-MT",4703.24,"SSBmsy-MT",2626,1.79102817974105,"west"
"293","longnose skate pacific coast 2002",0.448148148148148,0.027,"Fmsy-1/yr",0.0121,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2002,"SSB-MT",4637.57,"SSBmsy-MT",2626,1.76602056359482,"west"
"294","longnose skate pacific coast 2003",1.1962962962963,0.027,"Fmsy-1/yr",0.0323,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2003,"SSB-MT",4670.75,"SSBmsy-MT",2626,1.7786557501904,"west"
"295","longnose skate pacific coast 2004",0.525925925925926,0.027,"Fmsy-1/yr",0.0142,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2004,"SSB-MT",4617.13,"SSBmsy-MT",2626,1.75823686214775,"west"
"296","longnose skate pacific coast 2005",0.859259259259259,0.027,"Fmsy-1/yr",0.0232,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2005,"SSB-MT",4651.08,"SSBmsy-MT",2626,1.77116527037319,"west"
"297","longnose skate pacific coast 2006",1.03333333333333,0.027,"Fmsy-1/yr",0.0279,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2006,"SSB-MT",4650.07,"SSBmsy-MT",2626,1.77078065498858,"west"
"298","longnose skate pacific coast 2007",0.8,0.027,"Fmsy-1/yr",0.0216,"ER-ratio","longnose skate pacific coast","longnose skate pacific coast","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",2007,"SSB-MT",4634.18,"SSBmsy-MT",2626,1.76472962680883,"west"
"299","longspine thornyhead pacific coast 2000",0.563380281690141,0.071,"Umsy-ratio",0.04,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2000,"SSB-MT",18189,"SSBmsy-MT",13108,1.38762587732682,"west"
"300","longspine thornyhead pacific coast 2001",0.422535211267606,0.071,"Umsy-ratio",0.03,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2001,"SSB-MT",18484,"SSBmsy-MT",13108,1.41013121757705,"west"
"301","longspine thornyhead pacific coast 2002",0.704225352112676,0.071,"Umsy-ratio",0.05,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2002,"SSB-MT",19064,"SSBmsy-MT",13108,1.45437900518767,"west"
"302","longspine thornyhead pacific coast 2003",0.563380281690141,0.071,"Umsy-ratio",0.04,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2003,"SSB-MT",19378,"SSBmsy-MT",13108,1.47833384192859,"west"
"303","longspine thornyhead pacific coast 2004",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2004,"SSB-MT",19958,"SSBmsy-MT",13108,1.52258162953921,"west"
"304","longspine thornyhead pacific coast 2005",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2005,"SSB-MT",21060,"SSBmsy-MT",13108,1.60665242599939,"west"
"305","longspine thornyhead pacific coast 2006",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2006,"SSB-MT",22244,"SSBmsy-MT",13108,1.69697894415624,"west"
"306","longspine thornyhead pacific coast 2007",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2007,"SSB-MT",23440,"SSBmsy-MT",13108,1.7882209337809,"west"
"307","longspine thornyhead pacific coast 2008",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2008,"SSB-MT",24674,"SSBmsy-MT",13108,1.88236191638694,"west"
"308","longspine thornyhead pacific coast 2009",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2009,"SSB-MT",25705,"SSBmsy-MT",13108,1.96101617332926,"west"
"309","longspine thornyhead pacific coast 2010",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2010,"SSB-MT",26771,"SSBmsy-MT",13108,2.04234055538602,"west"
"310","longspine thornyhead pacific coast 2011",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2011,"SSB-MT",27689,"SSBmsy-MT",13108,2.11237412267318,"west"
"311","longspine thornyhead pacific coast 2012",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2012,"SSB-MT",28698,"SSBmsy-MT",13108,2.18935001525786,"west"
"312","pacific hake pacific coast 2000",0.43859649122807,0.342,"Fmsy-1/T",0.15,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2000,"SSB-MT",660000,"SSBmsy-MT",347000,1.90201729106628,"west"
"313","pacific hake pacific coast 2001",0.394736842105263,0.342,"Fmsy-1/T",0.135,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2001,"SSB-MT",961000,"SSBmsy-MT",347000,2.76945244956772,"west"
"314","pacific hake pacific coast 2002",0.131578947368421,0.342,"Fmsy-1/T",0.045,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2002,"SSB-MT",1242000,"SSBmsy-MT",347000,3.5792507204611,"west"
"315","pacific hake pacific coast 2003",0.181286549707602,0.342,"Fmsy-1/T",0.062,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2003,"SSB-MT",1362000,"SSBmsy-MT",347000,3.92507204610951,"west"
"316","pacific hake pacific coast 2004",0.368421052631579,0.342,"Fmsy-1/T",0.126,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2004,"SSB-MT",1294000,"SSBmsy-MT",347000,3.72910662824208,"west"
"317","pacific hake pacific coast 2005",0.532163742690058,0.342,"Fmsy-1/T",0.182,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2005,"SSB-MT",1090000,"SSBmsy-MT",347000,3.14121037463977,"west"
"318","pacific hake pacific coast 2006",0.634502923976608,0.342,"Fmsy-1/T",0.217,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2006,"SSB-MT",843000,"SSBmsy-MT",347000,2.42939481268012,"west"
"319","pacific hake pacific coast 2007",0.757309941520468,0.342,"Fmsy-1/T",0.259,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2007,"SSB-MT",656000,"SSBmsy-MT",347000,1.89048991354467,"west"
"320","pacific hake pacific coast 2008",0.766081871345029,0.342,"Fmsy-1/T",0.262,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2008,"SSB-MT",579000,"SSBmsy-MT",347000,1.6685878962536,"west"
"321","pacific hake pacific coast 2009",0.473684210526316,0.342,"Fmsy-1/T",0.162,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2009,"SSB-MT",479000,"SSBmsy-MT",347000,1.38040345821326,"west"
"322","pacific hake pacific coast 2010",0.763157894736842,0.342,"Fmsy-1/T",0.261,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2010,"SSB-MT",568000,"SSBmsy-MT",347000,1.63688760806916,"west"
"323","pacific hake pacific coast 2011",0.599415204678363,0.342,"Fmsy-1/T",0.205,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2011,"SSB-MT",669000,"SSBmsy-MT",347000,1.92795389048991,"west"
"324","pacific hake pacific coast 2012",0.426900584795322,0.342,"Fmsy-1/T",0.146,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2012,"SSB-MT",1139000,"SSBmsy-MT",347000,3.28242074927954,"west"
"325","pacific hake pacific coast 2013",0.210526315789474,0.342,"Fmsy-1/T",0.072,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2013,"SSB-MT",1566000,"SSBmsy-MT",347000,4.51296829971182,"west"
"326","pacific ocean perch pacific coast 2000",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2000,"SSB-E8eggs",9178,"SSBmsy-E8eggs",25601,0.358501621030428,"west"
"327","pacific ocean perch pacific coast 2001",1,0.02,"Fmsy-1/yr",0.02,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2001,"SSB-E8eggs",9405,"SSBmsy-E8eggs",25601,0.367368462169447,"west"
"328","pacific ocean perch pacific coast 2002",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2002,"SSB-E8eggs",9569,"SSBmsy-E8eggs",25601,0.373774461935081,"west"
"329","pacific ocean perch pacific coast 2003",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2003,"SSB-E8eggs",9795,"SSBmsy-E8eggs",25601,0.382602242099918,"west"
"330","pacific ocean perch pacific coast 2004",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2004,"SSB-E8eggs",10072,"SSBmsy-E8eggs",25601,0.393422131947971,"west"
"331","pacific ocean perch pacific coast 2005",0,0.02,"Fmsy-1/yr",0,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2005,"SSB-E8eggs",10438,"SSBmsy-E8eggs",25601,0.407718448498106,"west"
"332","pacific ocean perch pacific coast 2006",0,0.02,"Fmsy-1/yr",0,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2006,"SSB-E8eggs",10941,"SSBmsy-E8eggs",25601,0.427366118510996,"west"
"333","pacific ocean perch pacific coast 2007",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2007,"SSB-E8eggs",11509,"SSBmsy-E8eggs",25601,0.449552751845631,"west"
"334","pacific ocean perch pacific coast 2008",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2008,"SSB-E8eggs",11985,"SSBmsy-E8eggs",25601,0.468145775555642,"west"
"335","pacific ocean perch pacific coast 2009",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2009,"SSB-E8eggs",12318,"SSBmsy-E8eggs",25601,0.481153079957814,"west"
"336","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2010,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west"
"337","pacific ocean perch pacific coast 2011",NA,NA,NA,NA,NA,NA,"pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2011,"SSB-E8eggs",56721,"SSBmsy-E8eggs",25601,2.21557751650326,"west"
"338","petrale sole pacific coast 2000",1.42105263157895,0.19,"Umsy-ratio",0.27,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2000,"SSB-MT",3167,"SSBmsy-MT",7146,0.443184998600616,"west"
"339","petrale sole pacific coast 2001",1.31578947368421,0.19,"Umsy-ratio",0.25,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2001,"SSB-MT",3221,"SSBmsy-MT",7146,0.450741673663588,"west"
"340","petrale sole pacific coast 2002",1.26315789473684,0.19,"Umsy-ratio",0.24,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2002,"SSB-MT",3278,"SSBmsy-MT",7146,0.458718164007837,"west"
"341","petrale sole pacific coast 2003",1,0.19,"Umsy-ratio",0.19,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2003,"SSB-MT",3556,"SSBmsy-MT",7146,0.497621046739435,"west"
"342","petrale sole pacific coast 2004",1.21052631578947,0.19,"Umsy-ratio",0.23,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2004,"SSB-MT",4228,"SSBmsy-MT",7146,0.591659669745312,"west"
"343","petrale sole pacific coast 2005",1.63157894736842,0.19,"Umsy-ratio",0.31,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2005,"SSB-MT",4618,"SSBmsy-MT",7146,0.646235656311223,"west"
"344","petrale sole pacific coast 2006",1.31578947368421,0.19,"Umsy-ratio",0.25,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2006,"SSB-MT",4353,"SSBmsy-MT",7146,0.609151973131822,"west"
"345","petrale sole pacific coast 2007",1.47368421052632,0.19,"Umsy-ratio",0.28,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2007,"SSB-MT",4230,"SSBmsy-MT",7146,0.591939546599496,"west"
"346","petrale sole pacific coast 2008",1.42105263157895,0.19,"Umsy-ratio",0.27,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2008,"SSB-MT",3867,"SSBmsy-MT",7146,0.541141897565071,"west"
"347","petrale sole pacific coast 2009",1.47368421052632,0.19,"Umsy-ratio",0.28,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2009,"SSB-MT",3612,"SSBmsy-MT",7146,0.505457598656591,"west"
"348","petrale sole pacific coast 2010",0.526315789473684,0.19,"Umsy-ratio",0.1,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2010,"SSB-MT",3377,"SSBmsy-MT",7146,0.472572068289952,"west"
"349","petrale sole pacific coast 2011",0.368421052631579,0.19,"Umsy-ratio",0.07,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2011,"SSB-MT",4146,"SSBmsy-MT",7146,0.580184718723762,"west"
"350","petrale sole pacific coast 2012",0.421052631578947,0.19,"Umsy-ratio",0.08,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2012,"SSB-MT",5465,"SSBmsy-MT",7146,0.764763504058214,"west"
"351","pollock nafo 2000",0.24,0.25,"ERmsy-ratio",0.06,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2000,"SSB-MT",130000,"SSBmsy-MT",91000,1.42857142857143,"ne"
"352","pollock nafo 2001",0.24,0.25,"ERmsy-ratio",0.06,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2001,"SSB-MT",148000,"SSBmsy-MT",91000,1.62637362637363,"ne"
"353","pollock nafo 2002",0.2,0.25,"ERmsy-ratio",0.05,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2002,"SSB-MT",166000,"SSBmsy-MT",91000,1.82417582417582,"ne"
"354","pollock nafo 2003",0.2,0.25,"ERmsy-ratio",0.05,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2003,"SSB-MT",199000,"SSBmsy-MT",91000,2.18681318681319,"ne"
"355","pollock nafo 2004",0.16,0.25,"ERmsy-ratio",0.04,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2004,"SSB-MT",214000,"SSBmsy-MT",91000,2.35164835164835,"ne"
