"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"7357","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1992,147000,NA,NA,NA,NA,NA,NA
"7358","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1993,146000,NA,NA,NA,NA,NA,NA
"7359","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1994,140000,NA,NA,NA,NA,NA,NA
"7360","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1995,132000,NA,NA,NA,NA,NA,NA
"7361","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1996,123000,NA,NA,NA,NA,NA,NA
"7362","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1997,114000,NA,NA,NA,NA,NA,NA
"7363","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1998,103000,NA,NA,NA,NA,NA,NA
"7364","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1999,93000,NA,NA,NA,NA,NA,NA
"7365","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",2000,84000,NA,NA,NA,NA,NA,NA
"7366","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",2001,75000,NA,NA,NA,NA,NA,NA
"7367","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",2002,68000,NA,NA,NA,NA,NA,NA
"7368","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1959,166000,NA,NA,NA,NA,NA,NA
"7369","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1960,150000,NA,NA,NA,NA,NA,NA
"7370","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1961,135000,NA,NA,NA,NA,NA,NA
"7371","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1962,121000,NA,NA,NA,NA,NA,NA
"7372","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1963,108000,NA,NA,NA,NA,NA,NA
"7373","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1964,98000,NA,NA,NA,NA,NA,NA
"7374","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1958,183000,NA,NA,NA,NA,NA,NA
"7375","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1965,114000,NA,NA,NA,NA,NA,NA
"7376","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1968,141000,NA,NA,NA,NA,NA,NA
"7377","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1969,139000,NA,NA,NA,NA,NA,NA
"7378","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1970,133000,NA,NA,NA,NA,NA,NA
"7379","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1971,124000,NA,NA,NA,NA,NA,NA
"7380","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1972,113000,NA,NA,NA,NA,NA,NA
"7381","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1950,381000,NA,NA,NA,NA,NA,NA
"7382","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1966,131000,NA,NA,NA,NA,NA,NA
"7383","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1967,143000,NA,NA,NA,NA,NA,NA
"7384","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1973,103000,NA,NA,NA,NA,NA,NA
"7385","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1974,91000,NA,NA,NA,NA,NA,NA
"7386","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1975,89000,NA,NA,NA,NA,NA,NA
"7387","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1976,87000,NA,NA,NA,NA,NA,NA
"7388","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1977,91000,NA,NA,NA,NA,NA,NA
"7389","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1978,93000,NA,NA,NA,NA,NA,NA
"7390","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1979,98000,NA,NA,NA,NA,NA,NA
"7391","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1980,105000,NA,NA,NA,NA,NA,NA
"7392","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1981,113000,NA,NA,NA,NA,NA,NA
"7393","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1982,117000,NA,NA,NA,NA,NA,NA
"7394","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1983,117000,NA,NA,NA,NA,NA,NA
"7395","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1984,117000,NA,NA,NA,NA,NA,NA
"7396","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1985,119000,NA,NA,NA,NA,NA,NA
"7397","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1986,118000,NA,NA,NA,NA,NA,NA
"7398","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1987,122000,NA,NA,NA,NA,NA,NA
"7399","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1988,130000,NA,NA,NA,NA,NA,NA
"7400","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1989,135000,NA,NA,NA,NA,NA,NA
"7401","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1990,136000,NA,NA,NA,NA,NA,NA
"7402","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1991,144000,NA,NA,NA,NA,NA,NA
"7403","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1956,227000,NA,NA,NA,NA,NA,NA
"7404","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1957,204000,NA,NA,NA,NA,NA,NA
"7405","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1951,365000,NA,NA,NA,NA,NA,NA
"7406","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1952,341000,NA,NA,NA,NA,NA,NA
"7407","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1953,313000,NA,NA,NA,NA,NA,NA
"7408","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1954,283000,NA,NA,NA,NA,NA,NA
"7409","TB-MT shortbelly rockfish pacific coast","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","TB-MT",1955,254000,NA,NA,NA,NA,NA,NA
"7410","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1972,63004,NA,NA,NA,NA,NA,NA
"7411","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1973,62105,NA,NA,NA,NA,NA,NA
"7412","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1974,60795,NA,NA,NA,NA,NA,NA
"7413","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1975,59667,NA,NA,NA,NA,NA,NA
"7414","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1976,58409,NA,NA,NA,NA,NA,NA
"7415","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1977,57097,NA,NA,NA,NA,NA,NA
"7416","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1978,55726,NA,NA,NA,NA,NA,NA
"7417","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1979,54207,NA,NA,NA,NA,NA,NA
"7418","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1980,52733,NA,NA,NA,NA,NA,NA
"7419","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1981,51121,NA,NA,NA,NA,NA,NA
"7420","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1982,49471,NA,NA,NA,NA,NA,NA
"7421","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1983,48445,NA,NA,NA,NA,NA,NA
"7422","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1984,46757,NA,NA,NA,NA,NA,NA
"7423","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1985,44868,NA,NA,NA,NA,NA,NA
"7424","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1986,42919,NA,NA,NA,NA,NA,NA
"7425","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1987,41678,NA,NA,NA,NA,NA,NA
"7426","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1988,40905,NA,NA,NA,NA,NA,NA
"7427","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1989,39942,NA,NA,NA,NA,NA,NA
"7428","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1990,39514,NA,NA,NA,NA,NA,NA
"7429","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1905,87548,NA,NA,NA,NA,NA,NA
"7430","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1906,87530,NA,NA,NA,NA,NA,NA
"7431","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1907,87510,NA,NA,NA,NA,NA,NA
"7432","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1908,87487,NA,NA,NA,NA,NA,NA
"7433","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1909,87460,NA,NA,NA,NA,NA,NA
"7434","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1910,87431,NA,NA,NA,NA,NA,NA
"7435","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1914,87291,NA,NA,NA,NA,NA,NA
"7436","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1915,87250,NA,NA,NA,NA,NA,NA
"7437","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1916,87206,NA,NA,NA,NA,NA,NA
"7438","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1917,87161,NA,NA,NA,NA,NA,NA
"7439","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1918,87083,NA,NA,NA,NA,NA,NA
"7440","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1919,87006,NA,NA,NA,NA,NA,NA
"7441","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1920,86967,NA,NA,NA,NA,NA,NA
"7442","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1921,86925,NA,NA,NA,NA,NA,NA
"7443","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1922,86895,NA,NA,NA,NA,NA,NA
"7444","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1923,86870,NA,NA,NA,NA,NA,NA
"7445","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1924,86834,NA,NA,NA,NA,NA,NA
"7446","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1925,86795,NA,NA,NA,NA,NA,NA
"7447","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1926,86750,NA,NA,NA,NA,NA,NA
"7448","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1927,86679,NA,NA,NA,NA,NA,NA
"7449","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1928,86623,NA,NA,NA,NA,NA,NA
"7450","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1929,86570,NA,NA,NA,NA,NA,NA
"7451","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1930,86521,NA,NA,NA,NA,NA,NA
"7452","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1960,81491,NA,NA,NA,NA,NA,NA
"7453","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1961,80548,NA,NA,NA,NA,NA,NA
"7454","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1962,79834,NA,NA,NA,NA,NA,NA
"7455","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1963,79370,NA,NA,NA,NA,NA,NA
"7456","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1964,79139,NA,NA,NA,NA,NA,NA
"7457","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1965,78981,NA,NA,NA,NA,NA,NA
"7458","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1966,78509,NA,NA,NA,NA,NA,NA
"7459","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1967,73551,NA,NA,NA,NA,NA,NA
"7460","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1968,68253,NA,NA,NA,NA,NA,NA
"7461","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1969,65114,NA,NA,NA,NA,NA,NA
"7462","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1970,64473,NA,NA,NA,NA,NA,NA
"7463","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1971,63761,NA,NA,NA,NA,NA,NA
"7464","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1991,39037,NA,NA,NA,NA,NA,NA
"7465","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1992,38222,NA,NA,NA,NA,NA,NA
"7466","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1994,37320,NA,NA,NA,NA,NA,NA
"7467","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1995,36598,NA,NA,NA,NA,NA,NA
"7468","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1996,36109,NA,NA,NA,NA,NA,NA
"7469","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1934,86362,NA,NA,NA,NA,NA,NA
"7470","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1935,86344,NA,NA,NA,NA,NA,NA
"7471","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1936,86320,NA,NA,NA,NA,NA,NA
"7472","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1937,86308,NA,NA,NA,NA,NA,NA
"7473","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1911,87400,NA,NA,NA,NA,NA,NA
"7474","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1912,87366,NA,NA,NA,NA,NA,NA
"7475","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1913,87329,NA,NA,NA,NA,NA,NA
"7476","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1931,86463,NA,NA,NA,NA,NA,NA
"7477","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1932,86400,NA,NA,NA,NA,NA,NA
"7478","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1933,86379,NA,NA,NA,NA,NA,NA
"7479","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1938,86301,NA,NA,NA,NA,NA,NA
"7480","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1939,86291,NA,NA,NA,NA,NA,NA
"7481","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1940,86278,NA,NA,NA,NA,NA,NA
"7482","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1941,86273,NA,NA,NA,NA,NA,NA
